#SYM,AVAILABLE,REBATERATE,FEERATE
AMSF,300000,4.5948,0.7252
AMSSY,2000,-9.9133,15.2333
AMST,40000,-24.3921,29.7121
AMSU,600,5.0700,0.2500
AMSWA,500000,4.3807,0.9393
AMT,4700000,5.0700,0.2500
AMTB,250000,4.6131,0.7069
AMTD,150000,-17.1403,22.4603
AMTPQ,200,5.0700,0.2500
AMTX,100000,-4.4494,9.7694
AMTY,1700000,-9.1526,14.4726
AMUG,100000,5.0700,0.2500
AMWD,150000,4.8690,0.4510
AMWL,1800000,4.1595,1.1605
AMWW,3000,5.0700,0.2500
AMX,900000,5.0265,0.2935
AMXEF,45000,-3.2796,8.5996
AMXIQ,40000,5.0700,0.2500
AMXX,6000,5.0700,0.2500
AMYZF,3500000,-1.1063,6.4263
AMZA,150000,-0.7872,6.1072
AMZD,15000,-2.6063,7.9263
AMZGQ,600000,2.9744,2.3456
AMZN,10000000,4.9119,0.4081
AMZO,10000,5.0700,0.2500
AMZU,150000,3.5170,1.8030
AMZY,9000,2.7923,2.5277
AN,100000,5.0549,0.2651
ANAB,250000,4.8737,0.4463
ANCE,850000,5.0700,0.2500
ANCTF,2000,3.6007,1.7193
ANDC,100,5.0700,0.2500
ANDE,200000,5.0700,0.2500
ANDI,7000000,5.0700,0.2500
ANDN,550000,5.0700,0.2500
ANDR,900000,-6.9520,12.2720
ANEB,45000,-7.8159,13.1359
ANET,2500000,5.0700,0.2500
ANF,200000,5.0700,0.2500
ANFD,4000,5.0700,0.2500
ANFIF,8000,-24.5926,29.9126
ANGH,350000,-99.0754,104.3954
ANGI,6300000,4.9881,0.3319
ANGL,1100000,4.9041,0.4159
ANGO,1700000,4.9112,0.4088
ANGPY,100000,-10.4546,15.7746
ANGVF,4000,-3.6845,9.0045
ANGYF,200000,5.0700,0.2500
ANICF,40000,-20.5853,25.9053
ANIK,150000,3.9340,1.3860
ANIP,300000,4.8701,0.4499
ANIX,500000,2.8700,2.4500
ANKOF,300000,-1.7558,7.0758
ANL,3000,-0.6933,6.0133
ANLDF,2700000,-3.4888,8.8088
ANMP,900,5.0700,0.2500
ANNO,15000,5.0700,0.2500
ANNX,500000,3.7380,1.5820
ANPMF,2000,-11.2195,16.5395
ANRO,30000,-14.0568,19.3768
ANSC,1100000,-48.9437,54.2637
ANSCU,25000,-74.3552,79.6752
ANSS,1100000,4.9119,0.4081
ANSU,20000,5.0700,0.2500
ANTE,95000,0.4549,4.8651
ANTGF,150000,5.0700,0.2500
ANTH,100000,2.2173,3.1027
ANTX,35000,-4.5819,9.9019
ANVS,5000,-37.3501,42.6701
ANY,300000,-14.1531,19.4731
ANYYY,2000,-12.8451,18.1651
ANZGY,1100000,-4.3169,9.6369
ANZLY,1000,5.0700,0.2500
AOA,80000,4.5655,0.7545
AOBI,400,5.0700,0.2500
AOD,700000,2.4207,2.8993
AOGO,65000,-24.3921,29.7121
AOGOU,100,4.1000,1.2200
AOGSQ,300000,2.1157,3.2043
AOIFF,900000,5.0700,0.2500
AOILQ,70000,5.0700,0.2500
AOK,100000,-1.7835,7.1035
AOLS,200000,5.0700,0.2500
AOM,400000,3.7536,1.5664
AOMR,100000,0.4382,4.8818
AON,2300000,5.0700,0.2500
AONNY,4000,-2.7534,8.0734
AOOR,2600000,4.7393,0.5807
AOR,500000,4.7008,0.6192
AOREF,100,5.0700,0.2500
AORT,100000,4.8481,0.4719
AOS,800000,5.0562,0.2638
AOSL,150000,4.8951,0.4249
AOTG,1000,-7.7645,13.0845
AOTL,600000,5.0700,0.2500
AOTVF,600000,-30.1244,35.4444
AOUT,150000,2.1218,3.1982
AOVTF,1000000,5.0700,0.2500
AOXG,55000,5.0700,0.2500
AOXY,2000,5.0700,0.2500
AP,65000,4.6791,0.6409
APA,4100000,5.0700,0.2500
APAAF,1500000,-23.6640,28.9840
APACU,300,4.1000,1.2200
APAM,350000,5.0302,0.2898
APCA,150000,-8.6879,14.0079
APCX,1700000,-47.6132,52.9332
APD,1700000,5.0700,0.2500
APDN,1000000,-12.3157,17.6357
APDTQ,3100000,5.0700,0.2500
APEI,300000,4.6114,0.7086
APELY,3000,-24.1159,29.4359
APEMY,1000,-0.9671,6.2871
APEOF,1000,-8.2510,13.5710
APETF,100000,5.0700,0.2500
APG,2900000,5.0550,0.2650
APGE,20000,2.8515,2.4685
APGI,600000,5.0700,0.2500
APGOF,40000,-47.0530,52.3730
APGT,3000,5.0700,0.2500
APH,5700000,4.9010,0.4190
APHG,1000,5.0700,0.2500
APHP,100000,-10.1865,15.5065
APHYQ,350000,5.0700,0.2500
API,10000000,4.8695,0.4505
APIE,400,-19.2392,24.5592
APLD,45000,4.2831,1.0369
APLE,1200000,5.0582,0.2618
APLIF,450000,-18.1496,23.4696
APLM,950000,-632.7346,638.0546
APLO,100,5.0700,0.2500
APLS,250000,5.0700,0.2500
APLT,450000,1.0279,4.2921
APLY,4000,4.3128,1.0072
APM,35000,-18.4382,23.7582
APMCF,300,-13.4471,18.7671
APNHY,150000,-0.5765,5.8965
APNN,3000,NA,NA
APO,9300000,5.0700,0.2500
APOG,250000,4.9119,0.4081
APOS,25000,-3.9413,9.2613
APP,2100000,5.0633,0.2567
APPF,200000,5.0201,0.2999
APPG,10000000,5.0700,0.2500
APPN,950000,4.9119,0.4081
APPS,3300000,5.0452,0.2748
APPZ,10000000,5.0700,0.2500
APRD,25000,-30.8764,36.1964
APRE,65000,-9.9985,15.3185
APRH,700,1.5885,3.7315
APRO,100000,5.0700,0.2500
APRQ,50000,-1.7868,7.1068
APRT,1000,5.0700,0.2500
APRU,2100000,-10.8490,16.1690
APRW,9000,-6.9288,12.2488
APSI,3000,5.0700,0.2500
APSOQ,650000,5.0700,0.2500
APT,600000,-1.3530,6.6730
APTL,500,5.0700,0.2500
APTM,2000,-2.7416,8.0616
APTMU,1000,4.1000,1.2200
APTO,85000,-4.1202,9.4402
APTV,2600000,4.9119,0.4081
APTY,10000000,5.0700,0.2500
APUE,1000,-2.2003,7.5203
APVO,800000,4.2948,1.0252
APVS,600000,5.0700,0.2500
APWC,200000,2.6642,2.6558
APXI,30000,-5.7185,11.0385
APXIU,2000,4.1000,1.2200
APXR,100000,5.0700,0.2500
APYP,3300000,5.0700,0.2500
APYX,90000,0.7217,4.5983
AQAS,900,5.0700,0.2500
AQB,35000,0.4778,4.8422
AQMS,1000000,3.9076,1.4124
AQMT,100,5.0700,0.2500
AQN,3700000,4.9336,0.3864
AQNB,65000,-54.2617,59.5817
AQNM,40000,5.0700,0.2500
AQNU,100000,-23.9840,29.3040
AQPW,10000,5.0700,0.2500
AQST,3100000,4.2948,1.0252
AQSZF,25000,5.0700,0.2500
AQU,9000,-4.1624,9.4824
AQUI,2000,5.0700,0.2500
AQUM,10000000,5.0700,0.2500
AQVB,20000,5.0700,0.2500
AR,5100000,5.0700,0.2500
ARAO,2000,5.0700,0.2500
ARAT,1000,5.0700,0.2500
ARAV,350000,-7.2089,12.5289
ARAY,1500000,4.4345,0.8855
ARB,5000,-3.7158,9.0358
ARBB,60000,-221.5739,226.8939
ARBE,500000,-9.6599,14.9799
ARBK,600000,-170.4415,175.7615
ARBKL,150000,-20.1105,25.4305
ARBTF,5000,3.6033,1.7167
ARBU,100,5.0700,0.2500
ARBV,30000,3.6027,1.7173
ARC,850000,3.8054,1.5146
ARCAY,2000,5.0700,0.2500
ARCB,200000,5.0642,0.2558
ARCC,100000,3.6703,1.6497
ARCH,150000,4.9119,0.4081
ARCO,600000,4.3814,0.9386
ARCS,2400000,5.0700,0.2500
ARCT,65000,5.0631,0.2569
ARDC,200000,-21.4151,26.7351
ARDS,1300000,-214.6667,219.9867
ARDX,3600000,4.9119,0.4081
ARE,1500000,5.0700,0.2500
AREB,200000,-93.4030,98.7230
AREC,400000,4.3084,1.0116
AREM,350000,4.0898,1.2302
AREN,75000,-21.9270,27.2470
ARES,1000000,5.0367,0.2833
ARET,900,5.0700,0.2500
ARGD,30000,-13.5557,18.8757
ARGGY,95000,-3.6915,9.0115
ARGL,10000,5.0700,0.2500
ARGQ,30000,5.0700,0.2500
ARGT,150000,2.0681,3.2519
ARGTF,20000,-0.0402,5.3602
ARGW,300,5.0700,0.2500
ARGX,300000,4.8902,0.4298
ARGYF,65000,-26.0672,31.3872
ARHS,1500000,5.0180,0.3020
ARHTF,250000,-12.8625,18.1825
ARI,1700000,5.0700,0.2500
ARIOQ,10000000,5.0700,0.2500
ARIS,600000,4.7759,0.5441
ARIZ,150000,-3.4696,8.7896
ARIZU,200,4.1000,1.2200
ARKA,200,-8.8308,14.1508
ARKAY,300,-0.5765,5.8965
ARKB,600000,-29.9802,35.3002
ARKC,200,-1.8739,7.1939
ARKD,2000,-7.8727,13.1927
ARKF,650000,4.8541,0.4659
ARKG,350000,3.4508,1.8692
ARKK,1500000,3.9171,1.4029
ARKO,600000,4.8271,0.4929
ARKQ,350000,4.7451,0.5749
ARKR,25000,5.0495,0.2705
ARKW,650000,2.4072,2.9128
ARKX,550000,-1.5381,6.8581
ARKY,2000,-33.0639,38.3839
ARKZ,10000,-75.4060,80.7260
ARL,30000,4.2698,1.0502
ARLO,4000000,4.9119,0.4081
ARLP,1000000,3.5402,1.7798
ARLSF,1000,-1.7428,7.0628
ARM,20000,1.7238,3.5962
ARMC,200,5.0700,0.2500
ARME,75000,5.0700,0.2500
ARMK,1800000,5.0604,0.2596
ARMN,95000,1.9845,3.3355
ARMP,15000,-46.2306,51.5506
ARNGF,2100000,-3.8147,9.1347
ARNI,70000,5.0700,0.2500
AROC,1800000,4.9119,0.4081
AROW,65000,4.9119,0.4081
ARP,1000,-0.5765,5.8965
ARPC,4000,5.0700,0.2500
ARQ,350000,1.8165,3.5035
ARQQ,95000,-10.8511,16.1711
ARQT,1200000,3.3912,1.9288
ARR,200000,3.8682,1.4518
ARREF,200000,-5.4498,10.7698
ARRPY,400,5.0700,0.2500
ARRT,2000,5.0700,0.2500
ARRWU,3000,1.5885,3.7315
ARRY,950000,5.0552,0.2648
ARSC,700,-1.3401,6.6601
ARSMF,500000,-17.3312,22.6512
ARTD,15000,5.0700,0.2500
ARTH,6000,-207.6520,212.9720
ARTL,150000,-18.9069,24.2269
ARTM,150000,5.0700,0.2500
ARTNA,20000,4.7675,0.5525
ARTNB,100,5.0700,0.2500
ARTR,4200000,5.0700,0.2500
ARTS,8200000,5.0700,0.2500
ARTW,35000,4.5655,0.7545
ARUZQ,9000,5.0700,0.2500
ARVLF,20000,-61.4052,66.7252
ARVN,100000,4.9119,0.4081
ARVR,1000,2.4004,2.9196
ARVY,100000,5.0700,0.2500
ARW,700000,5.0015,0.3185
ARWD,1200000,5.0700,0.2500
ARWR,900000,5.0700,0.2500
ARWYF,70000,-21.5299,26.8499
ARXG,250000,5.0700,0.2500
ARXRF,100000,4.4459,0.8741
ARYC,150000,5.0700,0.2500
ARYD,65000,-10.0193,15.3393
ARYX,100000,5.0700,0.2500
ARZGY,10000,-11.1311,16.4511
ARZTY,2000,5.0700,0.2500
AS,300000,-44.4300,49.7500
ASA,550000,1.9090,3.4110
ASAB,10000000,5.0700,0.2500
ASAI,15000,-0.6439,5.9639
ASAN,1400000,4.9920,0.3280
ASAP,350000,-17.9450,23.2650
ASAV,1000,NA,NA
ASAZY,35000,-12.7233,18.0433
ASB,1100000,5.0601,0.2599
ASBA,15000,-1.0392,6.3592
ASBFY,150000,-3.0122,8.3322
ASC,900000,4.8943,0.4257
ASCA,200,-15.7319,21.0519
ASCAU,400,4.1000,1.2200
ASCB,25000,-27.6288,32.9488
ASCBQ,400000,5.0700,0.2500
ASCC,30000,5.0700,0.2500
ASCCY,2000,-0.4936,5.8136
ASCK,1500000,5.0700,0.2500
ASCN,2000,5.0700,0.2500
ASCUF,100000,-17.7499,23.0699
ASDRF,6000,-13.6025,18.9225
ASEA,30000,-1.2986,6.6186
ASEKY,300,5.0700,0.2500
ASET,10000,-0.5299,5.8499
ASFN,1000,5.0700,0.2500
ASFX,1400000,5.0700,0.2500
ASFZ,150000,5.0700,0.2500
ASG,750000,1.2622,4.0578
ASGI,50000,3.4345,1.8855
ASGLY,20000,5.0700,0.2500
ASGN,550000,4.9106,0.4094
ASH,250000,5.0693,0.2507
ASHR,1300000,3.0552,2.2648
ASHS,80000,0.2289,5.0911
ASHTY,1000,-5.7185,11.0385
ASHX,15000,-5.9892,11.3092
ASHXF,95000,-8.9005,14.2205
ASIA,20000,-0.8472,6.1672
ASII,4000,5.0700,0.2500
ASIUQ,1300000,5.0700,0.2500
ASIX,400000,4.9043,0.4157
ASKE,10000000,5.0700,0.2500
ASKH,6000,5.0700,0.2500
ASLE,450000,4.9815,0.3385
ASLM,1000,5.0700,0.2500
ASLN,500000,-14.9869,20.3069
ASM,4100000,-9.4839,14.8039
ASMB,1700000,4.1896,1.1304
ASMIY,8000,2.1542,3.1658
ASML,400000,4.0279,1.2921
ASMVY,200,-13.1609,18.4809
ASND,300000,4.9119,0.4081
ASNS,45000,-102.9852,108.3052
ASNT,550000,5.0700,0.2500
ASO,700000,5.0595,0.2605
ASOE,25000,5.0700,0.2500
ASOMY,40000,5.0700,0.2500
ASOZY,97,5.0700,0.2500
ASPI,1100000,-50.7786,56.0986
ASPN,900000,5.0328,0.2872
ASPR,250000,5.0700,0.2500
ASPS,800000,4.0946,1.2254
ASPU,900000,-3.8765,9.1965
ASPW,1000,5.0700,0.2500
ASPZ,20000,5.0700,0.2500
ASR,30000,4.8338,0.4862
ASRE,150000,-3.1570,8.4770
ASRT,4400000,4.8993,0.4207
ASRV,450000,3.6634,1.6566
ASST,6000,-187.4535,192.7735
ASTA,10000000,5.0700,0.2500
ASTC,80000,0.6607,4.6593
ASTE,250000,2.8832,2.4368
ASTL,3100000,3.1133,2.2067
ASTN,700,5.0700,0.2500
ASTR,100000,-27.0371,32.3571
ASTS,2600000,-0.8472,6.1672
ASTV,450000,5.0700,0.2500
ASUR,150000,4.7665,0.5535
ASVPQ,200000,5.0700,0.2500
ASWRF,65000,4.4146,0.9054
ASX,1000000,4.9159,0.4041
ASXC,5700000,4.2539,1.0661
ASXFY,1000,-10.2776,15.5976
ASYI,10000000,5.0700,0.2500
ASYS,150000,4.1936,1.1264
ATAI,2100000,3.1242,2.1958
ATAO,100000,-9.5370,14.8570
ATAR,80000,5.0700,0.2500
ATAT,1300000,-16.4838,21.8038
ATBHF,300000,-2.7701,8.0901
ATCC,100,5.0700,0.2500
ATCH,750000,5.0700,0.2500
ATCLF,100000,5.0700,0.2500
ATCN,3000,5.0700,0.2500
ATCOL,80000,-0.5765,5.8965
ATCUF,10000,2.7908,2.5292
ATCV,1000,5.0700,0.2500
ATDS,1000,5.0700,0.2500
ATEAY,5000,NA,NA
ATEC,600000,4.9116,0.4084
ATEK,85000,3.6859,1.6341
ATEN,400000,4.8580,0.4620
ATEPF,150000,-1.7558,7.0758
ATER,950000,1.8195,3.5005
ATEX,70000,4.8814,0.4386
ATEYY,100000,-11.3115,16.6315
ATGE,400000,4.9526,0.3674
ATGL,950000,-128.6935,134.0135
ATGN,850000,-12.1481,17.4681
ATGR,30,5.0700,0.2500
ATHA,950000,3.5748,1.7452
ATHC,9000,5.0700,0.2500
ATHE,65000,-214.2745,219.5945
ATHM,1000000,4.7111,0.6089
ATHXQ,2000000,-24.4239,29.7439
ATI,1100000,5.0379,0.2821
ATIF,40000,-78.1744,83.4944
ATIG,250000,NA,NA
ATIP,50000,-39.6597,44.9797
ATIS,150000,-62.8102,68.1302
ATKR,250000,4.9119,0.4081
ATLC,100000,4.8964,0.4236
ATLCL,90000,-20.0620,25.3820
ATLCP,35000,-26.2527,31.5727
ATLCY,10000,-7.7280,13.0480
ATLCZ,10000,-6.9364,12.2564
ATLKY,300000,-2.1721,7.4921
ATLO,35000,4.1507,1.1693
ATLT,250000,5.0700,0.2500
ATLX,100000,-8.0977,13.4177
ATMC,2000,-4.3477,9.6677
ATMCU,600,4.1000,1.2200
ATMFF,9000,5.0700,0.2500
ATMGF,75000,-8.4134,13.7334
ATMH,35000,5.0700,0.2500
ATMP,35000,4.5932,0.7268
ATMU,5000,-15.9857,21.3057
ATMV,75000,4.1000,1.2200
ATMVU,4000,4.1000,1.2200
ATNAQ,100000,5.0700,0.2500
ATNF,25000,-250.9959,256.3159
ATNI,80000,4.8964,0.4236
ATNM,550000,4.6892,0.6308
ATNPQ,10000000,5.0700,0.2500
ATO,1200000,4.9103,0.4097
ATOC,20000,5.0700,0.2500
ATOM,250000,-0.1262,5.4462
ATOS,1100000,3.4292,1.8908
ATOXF,50000,-0.8656,6.1856
ATPAQ,550000,2.6284,2.6916
ATPC,250000,-61.1579,66.4779
ATR,300000,4.9119,0.4081
ATRA,2000000,3.6422,1.6778
ATRC,500000,4.9119,0.4081
ATRI,6000,4.6439,0.6761
ATRO,900000,4.8344,0.4856
ATRWF,10000,-15.4533,20.7733
ATRX,150000,4.2522,1.0678
ATS,700,3.8406,1.4794
ATSG,100000,4.9498,0.3702
ATTBF,100000,4.4146,0.9054
ATTD,10000000,5.0700,0.2500
ATTGQ,100000,5.0700,0.2500
ATTOF,95000,-38.0823,43.4023
ATUS,2800000,2.3552,2.9648
ATUSF,100000,5.0587,0.2613
ATVE,10000,5.0700,0.2500
ATVK,10000000,5.0700,0.2500
ATWOQ,500000,5.0700,0.2500
ATWT,3900000,5.0700,0.2500
ATXG,70000,-114.1031,119.4231
ATXI,800000,-42.3861,47.7061
ATXS,1000000,4.2620,1.0580
ATYG,10000000,5.0700,0.2500
AU,1400000,4.8839,0.4361
AUB,450000,5.0194,0.3006
AUBN,8000,4.8722,0.4478
AUCUF,450000,-5.6677,10.9877
AUDAQ,35000,-23.9622,29.2822
AUDC,350000,4.7008,0.6192
AUGG,100000,-27.3977,32.7177
AUGT,1000,-0.5765,5.8965
AUGW,20000,1.0473,4.2727
AUGX,300000,1.4491,3.8709
AUGZ,20000,5.0700,0.2500
AUIAF,35000,-2.4073,7.7273
AUID,400000,-4.9186,10.2386
AUKNY,800,5.0700,0.2500
AULO,600000,5.0700,0.2500
AUMBF,150000,-0.9033,6.2233
AUMC,9000,5.0700,0.2500
AUMI,9000,-0.3805,5.7005
AUMN,300000,-30.4710,35.7910
AUNFF,5100000,-50.0148,55.3348
AUOTY,100000,3.4681,1.8519
AUPH,5600000,4.7907,0.5293
AUR,1500000,5.0479,0.2721
AURA,350000,4.5629,0.7571
AURI,7600000,5.0700,0.2500
AURT,850000,5.0700,0.2500
AURX,9000,5.0700,0.2500
AUSAF,25000,-6.1725,11.4925
AUSF,4000,-12.4843,17.8043
AUSI,100000,5.0700,0.2500
AUST,70000,-74.6212,79.9412
AUTL,6000000,0.4154,4.9046
AUTR,15000,5.0700,0.2500
AUUD,450000,-28.3595,33.6795
AUVI,95000,-248.3946,253.7146
AUVIP,15000,3.6183,1.7017
AUXXF,250000,4.4146,0.9054
AVA,650000,4.8902,0.4298
AVAH,400000,2.8787,2.4413
AVAI,20000,5.0700,0.2500
AVAL,1400000,-11.0235,16.3435
AVAV,200000,5.0544,0.2656
AVB,2100000,4.9119,0.4081
AVBH,4000,4.6997,0.6203
AVBP,350000,-60.0190,65.3390
AVCNF,50000,-8.7289,14.0489
AVCP,10000,5.0700,0.2500
AVD,250000,4.8694,0.4506
AVDE,250000,2.7521,2.5679
AVDL,1100000,4.5996,0.7204
AVDS,700,2.4004,2.9196
AVDV,950000,4.1611,1.1589
AVDX,1500000,4.9116,0.4084
AVEC,1000,5.0700,0.2500
AVEE,100,-1.2531,6.5731
AVEM,400000,0.0760,5.2440
AVES,250000,-3.2828,8.6028
AVEW,35000,5.0700,0.2500
AVGE,70000,-6.4735,11.7935
AVGO,3100000,5.0700,0.2500
AVGR,45000,-108.7669,114.0869
AVGV,30000,-22.3623,27.6823
AVHI,50000,-3.1475,8.4675
AVIFY,10000,2.4004,2.9196
AVIG,250000,-1.1070,6.4270
AVIR,3100000,4.8541,0.4659
AVIV,65000,-3.5535,8.8735
AVIX,2000,5.0700,0.2500
AVK,90000,-1.2938,6.6138
AVLC,7000,-19.2501,24.5701
AVLC2,200,5.0700,0.2500
AVLNF,1600000,-2.0806,7.4006
AVLS,500000,5.0700,0.2500
AVLV,300000,-2.7416,8.0616
AVMD,85000,5.0700,0.2500
AVMU,30000,-2.1792,7.4992
AVMV,7000,-27.6396,32.9596
AVNE,100000,5.0700,0.2500
AVNI,15000,5.0700,0.2500
AVNS,700000,4.8268,0.4932
AVNT,1300000,4.8740,0.4460
AVNU,200000,5.0700,0.2500
AVNV,1000,-2.2003,7.5203
AVNW,200000,4.0868,1.2332
AVO,250000,4.9010,0.4190
AVOI,1000,5.0700,0.2500
AVOT,10000,5.0700,0.2500
AVOZ,850000,5.0700,0.2500
AVPI,20000,5.0700,0.2500
AVPMF,90000,-7.7638,13.0838
AVPT,950000,5.0285,0.2915
AVRE,70000,-3.4705,8.7905
AVRI,25000,5.0700,0.2500
AVRO,2100000,1.5413,3.7787
AVRW,1700000,5.0700,0.2500
AVSC,100000,-2.7923,8.1123
AVSD,10000,3.7644,1.5556
AVSE,1000,-1.2835,6.6035
AVSU,70000,2.6765,2.6435
AVT,1000000,4.9119,0.4081
AVTBF,6500000,-5.4905,10.8105
AVTCQ,45000,5.0700,0.2500
AVTE,1500000,2.4263,2.8937
AVTH,70000,5.0700,0.2500
AVTI,6900000,5.0700,0.2500
AVTR,7000000,4.9119,0.4081
AVTX,9000,-16.9465,22.2665
AVUS,900000,1.8592,3.4608
AVUV,1200000,3.5280,1.7920
AVVH,7600000,5.0700,0.2500
AVVIY,600000,-0.8417,6.1617
AVXL,35000,-1.7212,7.0412
AVXT,400000,5.0700,0.2500
AVY,700000,4.9846,0.3354
AWAW,25000,5.0700,0.2500
AWAY,100000,-48.9437,54.2637
AWCA,1000,-7.9262,13.2462
AWCMY,100000,-29.8047,35.1247
AWEC,4300000,5.0700,0.2500
AWEG,2000,-1.6591,6.9791
AWF,350000,2.6927,2.6273
AWGL,100,5.0700,0.2500
AWH,350000,-8.5562,13.8762
AWI,250000,4.9110,0.4090
AWIN,1400000,-56.2012,61.5212
AWK,1900000,5.0593,0.2607
AWKNF,10000,-13.5063,18.8263
AWLIF,150000,-20.1046,25.4246
AWNE,50000,5.0700,0.2500
AWON,350000,5.0700,0.2500
AWP,2200000,-5.4479,10.7679
AWR,250000,4.9119,0.4081
AWRE,1000000,4.8929,0.4271
AWSL,1800000,0.3508,4.9692
AWSRQ,750000,5.0700,0.2500
AWWI,1100000,5.0700,0.2500
AWX,25000,4.5113,0.8087
AWYI,1300000,5.0700,0.2500
AX,1200000,4.8720,0.4480
AXAHY,700000,2.0549,3.2651
AXCG,10000000,5.0700,0.2500
AXDDF,350000,-2.0806,7.4006
AXDX,750000,-5.5216,10.8416
AXGC,50000,5.0700,0.2500
AXGN,400000,4.6751,0.6449
AXIM,1900000,-45.9098,51.2298
AXIO,250000,5.0700,0.2500
AXL,1800000,5.0450,0.2750
AXLM,800000,5.0700,0.2500
AXLX,75000,5.0700,0.2500
AXMIF,10000,4.4795,0.8405
AXMM,3000000,5.0700,0.2500
AXMP,300000,5.0700,0.2500
AXNO,8000,5.0700,0.2500
AXNVF,25000,5.0700,0.2500
AXNX,550000,4.8616,0.4584
AXON,700000,5.0700,0.2500
AXP,5100000,5.0678,0.2522
AXPWQ,500000,5.0700,0.2500
AXR,60000,4.7179,0.6021
AXREF,20000,4.1028,1.2172
AXS,750000,4.6472,0.6728
AXSM,500000,5.0212,0.2988
AXST,1400000,5.0700,0.2500
AXTA,1900000,4.9119,0.4081
AXTG,30000,5.0700,0.2500
AXTI,3100000,4.1474,1.1726
AXVEF,1000,-7.9262,13.2462
AXXA,10000000,-8.2380,13.5580
AXXDF,40000,-8.6764,13.9964
AY,1100000,4.9119,0.4081
AYASF,5000,-2.1462,7.4662
AYI,300000,5.0700,0.2500
AYRO,80000,-17.3157,22.6357
AYRWF,850000,1.1759,4.1441
AYTU,25000,-91.6722,96.9922
AYURF,600000,-2.6392,7.9592
AYX,450000,5.0697,0.2503
AZ,150000,-84.0818,89.4018
AZEK,1400000,4.8361,0.4839
AZFL,10000000,5.0700,0.2500
AZGFF,1300000,5.0700,0.2500
AZGSQ,150000,5.0700,0.2500
AZHI,4,5.0700,0.2500
AZLCZ,500,5.0700,0.2500
AZMCF,200000,-3.6802,9.0002
AZMTF,2000,0.2836,5.0364
AZN,4100000,5.0688,0.2512
AZO,150000,4.9119,0.4081
AZPN,100000,5.0700,0.2500
AZREF,1900000,4.0898,1.2302
AZTA,250000,5.0698,0.2502
AZTD,55000,-8.1542,13.4742
AZUL,3100000,4.0513,1.2687
AZURF,650000,-45.5071,50.8271
AZZ,200000,4.8972,0.4228
AZZTF,150000,-15.7603,21.0803
B,500000,4.9116,0.4084
BA,6000000,4.9119,0.4081
BAB,800000,4.6864,0.6336
BABA,10000000,4.9119,0.4081
BABB,100000,-11.4986,16.8186
BABL,600000,5.0700,0.2500
BABX,25000,-5.8261,11.1461
BABYF,1600000,-22.3374,27.6574
BAC,10000000,5.0700,0.2500
BACA,100000,-6.1786,11.4986
BACHY,80000,-0.8022,6.1222
BACK,40000,-412.3492,417.6692
BADEF,550000,-45.2603,50.5803
BADFF,600,4.9156,0.4044
BAEA,15000,5.0700,0.2500
BAER,2000,-67.0318,72.3518
BAESY,200000,0.6575,4.6625
BAFN,85000,4.5655,0.7545
BAFYY,2000,5.0700,0.2500
BAH,1000000,4.9119,0.4081
BAJFF,6000,5.0700,0.2500
BAK,5100000,1.8551,3.4649
BALI,15000,-56.1804,61.5004
BALL,1200000,5.0700,0.2500
BALT,90000,-1.1178,6.4378
BALY,350000,5.0091,0.3109
BAM,500000,4.9710,0.3490
BAMA,1000,4.5655,0.7545
BAMB,200,-1.1178,6.4378
BAMD,700,5.0700,0.2500
BAMG,1000,-11.5566,16.8766
BAMO,100,4.5655,0.7545
BAMU,4000,-19.7913,25.1113
BAMV,1000,-98.0037,103.3237
BAMY,200,-1.3884,6.7084
BANC,4100000,4.9775,0.3425
BAND,550000,4.9119,0.4081
BANF,85000,4.8361,0.4839
BANFP,2000,-4.8215,10.1415
BANI,10000000,5.0700,0.2500
BANL,150000,-122.7012,128.0212
BANR,300000,4.9075,0.4125
BANT,200000,5.0700,0.2500
BANX,100000,3.2904,2.0296
BAOB,800,0.8422,4.4778
BAOS,35000,-116.5149,121.8349
BAP,650000,4.8361,0.4839
BAPR,20000,1.4521,3.8679
BAR,850000,4.7387,0.5813
BARK,1200000,4.8568,0.4632
BARZ,20000,5.0700,0.2500
BASA,1200000,-1.7558,7.0758
BASE,750000,4.8615,0.4585
BASFY,250000,-1.3884,6.7084
BATL,350000,-0.6153,5.9353
BATRA,95000,4.6396,0.6804
BATRK,550000,4.9118,0.4082
BATT,200000,0.1671,5.1529
BATXF,2000,-1.7558,7.0758
BAUG,25000,-3.8391,9.1591
BAX,5300000,4.9119,0.4081
BAYA,100000,-48.9437,54.2637
BAYAU,500,-48.9437,54.2637
BAYP,800,5.0700,0.2500
BAYRY,2900000,-12.4533,17.7733
BB,650000,4.9381,0.3819
BBAG,1700000,0.2354,5.0846
BBAL,20000,5.0700,0.2500
BBAN,1300000,5.0700,0.2500
BBAR,1500000,-1.2885,6.6085
BBAX,10000,-2.9897,8.3097
BBBI,25000,NA,NA
BBBK,100,5.0700,0.2500
BBBL,20000,-48.9437,54.2637
BBBMF,10000,5.0700,0.2500
BBBS,25000,NA,NA
BBBT,1300000,-8.2380,13.5580
BBBXF,800000,-12.7645,18.0845
BBC,5000,-5.9892,11.3092
BBCA,25000,1.5853,3.7347
BBCB,1000,-22.2270,27.5470
BBCP,150000,4.9119,0.4081
BBCZ,650000,5.0700,0.2500
BBD,7600000,5.0168,0.3032
